snapshots/LN_2019.09.30-22.54.41.json 3000 0.15015 0.001 10000 -167.8606608
snapshots/LN_2019.10.19-08.00.01.json 3000 0.15015 0.001 10000 -167.8606608
snapshots/LN_2019.11.21-08.00.01.json 3000 0.15001499999999998 0.001 10000 -245.85108511
snapshots/LN_2019.12.31-08.00.01.json 3000 0.15001499999999998 0.001 10000 -66.60108511
snapshots/LN_2020.01.21-08.00.01.json 3000 0.15015 0.001 10000 -66.6106608
snapshots/LN_2020.03.31-08.00.03.json 3000 0.15015 0.001 10000 -66.6106608
snapshots/LN_2020.04.29-08.00.02.json 3000 0.15015 0.001 10000 -89.8606608
snapshots/LN_2020.05.21-08.00.01.json 3000 0.15015 0.001 10000 -89.8606608
snapshots/LN_2019.09.30-22.54.41.json 30000 1.5015 0.001 10000 -1678.606608
snapshots/LN_2019.10.19-08.00.01.json 30000 1.5015 0.001 10000 -1678.606608
snapshots/LN_2019.11.21-08.00.01.json 30000 1.50015 0.001 10000 -2458.51035105
snapshots/LN_2019.12.31-08.00.01.json 30000 1.50015 0.001 10000 -666.01035105
snapshots/LN_2020.01.21-08.00.01.json 30000 1.5015 0.001 10000 -666.106608
snapshots/LN_2020.03.31-08.00.03.json 30000 1.5015 0.001 10000 -666.106608
snapshots/LN_2020.04.29-08.00.02.json 30000 1.5015 0.001 10000 -898.606608
snapshots/LN_2020.05.21-08.00.01.json 30000 1.5015 0.001 10000 -898.606608
snapshots/LN_2019.09.30-22.54.41.json 300000 15.015 0.001 10000 -13926.06608
snapshots/LN_2019.10.19-08.00.01.json 300000 15.015 0.001 10000 -15486.06608
snapshots/LN_2019.11.21-08.00.01.json 300000 15.0015 0.001 10000 -24585.1035105
snapshots/LN_2019.12.31-08.00.01.json 300000 15.0015 0.001 10000 -11860.1035105
snapshots/LN_2020.01.21-08.00.01.json 300000 15.015 0.001 10000 -10075.802480400002
snapshots/LN_2020.03.31-08.00.03.json 300000 15.015 0.001 10000 -12016.858480400004
snapshots/LN_2020.04.29-08.00.02.json 300000 15.015 0.001 10000 -8961.06608
snapshots/LN_2020.05.21-08.00.01.json 300000 15.015 0.001 10000 -8986.06608
snapshots/LN_2019.09.30-22.54.41.json 3000000 150.15 0.001 10000 -141725.46100019998
snapshots/LN_2019.10.19-08.00.01.json 3000000 150.15 0.001 10000 -142510.6609001
snapshots/LN_2019.11.21-08.00.01.json 3000000 150.015 0.001 10000 -189951.035105
snapshots/LN_2019.12.31-08.00.01.json 3000000 150.015 0.001 10000 -144337.49930502
snapshots/LN_2020.01.21-08.00.01.json 3000000 150.15 0.001 10000 -124082.9532004
snapshots/LN_2020.03.31-08.00.03.json 3000000 150.15 0.001 10000 -106033.68120040001
snapshots/LN_2020.04.29-08.00.02.json 3000000 150.15 0.001 10000 -96210.6608
snapshots/LN_2020.05.21-08.00.01.json 3000000 150.15 0.001 10000 -96635.6608
snapshots/LN_2019.09.30-22.54.41.json 30000000 1501.5 0.001 10000 -1460636.9143003
snapshots/LN_2019.10.19-08.00.01.json 30000000 1501.5 0.001 10000 -1341110.6082002
snapshots/LN_2019.11.21-08.00.01.json 30000000 1500.15 0.001 10000 -2042522.7172500202
snapshots/LN_2019.12.31-08.00.01.json 30000000 1500.15 0.001 10000 -1416479.5592500202
snapshots/LN_2020.01.21-08.00.01.json 30000000 1501.5 0.001 10000 -847323.6868013
snapshots/LN_2020.03.31-08.00.03.json 30000000 1501.5 0.001 10000 -1138133.4771011
snapshots/LN_2020.04.29-08.00.02.json 30000000 1501.5 0.001 10000 -1170662.4844014
snapshots/LN_2020.05.21-08.00.01.json 30000000 1506.505 0.001 10000 -777173.1105508001
snapshots/LN_2019.09.30-22.54.41.json 3000 0.01515 0.001 100000 -167.9859408
snapshots/LN_2019.10.19-08.00.01.json 3000 0.01515 0.001 100000 -167.9859408
